id,timestamp,prob,type
IV.FDMO.,2016-10-30 04:18:31.490,0.6949332,p
IV.FDMO.,2016-10-30 04:18:33.000,0.70172244,s
IV.FDMO.,2016-10-30 04:19:57.380,0.77330554,p
IV.FDMO.,2016-10-30 04:19:58.040,0.51877034,s
IV.FDMO.,2016-10-30 04:21:38.350,0.5928299,p
IV.FDMO.,2016-10-30 04:23:50.800,0.5488274,p
IV.FDMO.,2016-10-30 04:26:24.960,0.6873268,s
IV.FDMO.,2016-10-30 04:27:24.420,0.92566687,p
IV.FDMO.,2016-10-30 04:27:27.490,0.82790613,s
IV.FDMO.,2016-10-30 04:28:56.510,0.97046924,p
IV.FDMO.,2016-10-30 04:28:57.430,0.8882817,s
IV.FDMO.,2016-10-30 04:29:59.610,0.92081463,p
IV.FDMO.,2016-10-30 04:30:00.340,0.64664674,s
IV.FDMO.,2016-10-30 04:31:13.170,0.95406634,p
IV.FDMO.,2016-10-30 04:31:14.240,0.83194673,s
IV.FDMO.,2016-10-30 04:32:03.710,0.5723137,s
IV.FDMO.,2016-10-30 04:32:30.030,0.97531843,p
IV.FDMO.,2016-10-30 04:32:32.970,0.90294814,s
IV.FDMO.,2016-10-30 04:32:59.490,0.94875973,p
IV.FDMO.,2016-10-30 04:33:00.460,0.89580786,s
IV.FDMO.,2016-10-30 04:35:11.220,0.60538226,p
IV.FDMO.,2016-10-30 04:37:06.400,0.77711475,p
IV.FDMO.,2016-10-30 04:37:07.390,0.6569514,s
IV.FDMO.,2016-10-30 04:37:36.760,0.92344517,p
IV.FDMO.,2016-10-30 04:37:37.480,0.79707813,s
IV.FDMO.,2016-10-30 04:40:01.400,0.6896502,p
IV.FDMO.,2016-10-30 04:43:51.780,0.730037,p
IV.FDMO.,2016-10-30 04:45:01.540,0.97686416,p
IV.FDMO.,2016-10-30 04:45:02.750,0.8102921,s
IV.FDMO.,2016-10-30 04:45:46.830,0.98180854,p
IV.FDMO.,2016-10-30 04:45:47.860,0.74709535,s
IV.FDMO.,2016-10-30 04:46:54.730,0.619023,p
IV.FDMO.,2016-10-30 04:46:55.740,0.62307054,s
IV.FDMO.,2016-10-30 04:47:29.350,0.7036041,p
IV.FDMO.,2016-10-30 04:50:35.930,0.9802623,p
IV.FDMO.,2016-10-30 04:50:36.900,0.93418515,s
IV.FDMO.,2016-10-30 04:51:18.610,0.6081493,s
IV.FDMO.,2016-10-30 04:51:47.170,0.9773495,p
IV.FDMO.,2016-10-30 04:51:48.110,0.90415967,s
IV.FDMO.,2016-10-30 04:52:07.470,0.9401245,p
IV.FDMO.,2016-10-30 04:52:10.030,0.8732635,s
IV.FDMO.,2016-10-30 04:52:27.320,0.9365222,p
IV.FDMO.,2016-10-30 04:52:28.120,0.6947702,s
IV.FDMO.,2016-10-30 04:57:04.620,0.9293303,p
IV.FDMO.,2016-10-30 04:57:35.960,0.83659655,p
IV.FDMO.,2016-10-30 04:57:36.790,0.76441413,s
IV.FDMO.,2016-10-30 04:58:50.240,0.7369269,p
IV.FDMO.,2016-10-30 04:59:47.870,0.93010163,p
IV.FDMO.,2016-10-30 04:59:51.290,0.7492218,s
IV.FDMO.,2016-10-30 05:00:41.030,0.53111756,p
IV.FDMO.,2016-10-30 05:01:18.870,0.97748625,p
IV.FDMO.,2016-10-30 05:01:22.510,0.88435733,s
IV.FDMO.,2016-10-30 05:02:12.170,0.5544264,p
IV.FDMO.,2016-10-30 05:02:53.070,0.97588986,p
IV.FDMO.,2016-10-30 05:02:56.660,0.84162277,s
IV.FDMO.,2016-10-30 05:03:57.020,0.5009765,p
IV.FDMO.,2016-10-30 05:04:29.860,0.5636657,p
IV.FDMO.,2016-10-30 05:05:40.890,0.77629125,p
IV.FDMO.,2016-10-30 05:05:43.330,0.5016457,s
IV.FDMO.,2016-10-30 05:06:05.510,0.7554215,p
IV.FDMO.,2016-10-30 05:06:09.060,0.5734269,s
IV.FDMO.,2016-10-30 05:07:51.160,0.8074696,p
IV.FDMO.,2016-10-30 05:07:51.850,0.688455,s
IV.FDMO.,2016-10-30 05:09:14.630,0.9698434,p
IV.FDMO.,2016-10-30 05:09:15.950,0.8967303,s
IV.FDMO.,2016-10-30 05:10:56.760,0.90961385,p
IV.FDMO.,2016-10-30 05:11:42.310,0.8135813,p
IV.FDMO.,2016-10-30 05:14:52.550,0.97657967,p
IV.FDMO.,2016-10-30 05:14:55.450,0.8535533,s
IV.FDMO.,2016-10-30 05:16:19.710,0.86076355,p
IV.FDMO.,2016-10-30 05:16:22.800,0.6922207,s
IV.FDMO.,2016-10-30 05:17:37.070,0.6700457,p
IV.FDMO.,2016-10-30 05:18:33.060,0.79096836,p
IV.FDMO.,2016-10-30 05:20:40.590,0.94383967,p
IV.FDMO.,2016-10-30 05:20:41.890,0.9455658,s
IV.FDMO.,2016-10-30 05:22:07.640,0.64067304,p
IV.FDMO.,2016-10-30 05:25:42.560,0.651268,p
